age,fnlwgt,education,education-num,occupation,relationship,sex,hours-per-week,income
27,181659,15444,9,3006,19396,31937,40,24720
31,340939,7881,13,1436,12281,31937,40,24720
21,197747,10512,10,5474,7228,15684,24,24720
29,34292,10512,10,5589,12281,31937,60,24720
18,156764,1746,7,4891,7228,31937,40,24720
52,25826,1336,6,6089,19396,31937,47,7841
57,103948,7881,13,6110,12281,31937,80,24720
42,137390,15444,9,1843,19396,31937,40,24720
55,105138,15444,9,1843,2253,15684,40,24720
60,39352,912,4,2341,12281,31937,48,7841
31,168387,7881,13,6110,19396,31937,40,7841
23,117789,7881,13,5589,7228,15684,40,24720
27,267147,15444,9,5474,7228,31937,40,24720
23,99399,10512,10,1843,5022,15684,25,24720
42,214242,819,15,6110,19396,31937,50,7841
25,200408,10512,10,1436,12281,31937,40,24720
49,136455,7881,13,6110,12281,15684,45,24720
32,239824,7881,13,1436,12281,31937,40,24720
19,217039,10512,10,5589,7228,31937,28,24720
60,51290,912,4,4891,12281,15684,40,24720
42,175674,735,5,4891,19396,31937,40,24720
35,194404,1566,12,1485,12281,31937,40,24720
48,45612,15444,9,5589,5022,15684,37,24720
51,410114,2610,14,6089,19396,31937,40,7841
29,182521,15444,9,6089,12281,31937,40,24720
36,339772,15444,9,6058,12281,31937,40,24720
17,169658,1336,6,4891,7228,15684,21,24720
52,200853,2610,14,6110,12281,15684,60,24720
24,247564,15444,9,6089,12281,31937,40,24720
24,249909,15444,9,2066,19396,31937,50,24720
26,208122,7881,13,6110,7228,31937,40,24720
27,109881,7881,13,4891,7228,15684,20,24720
39,207824,15444,9,2066,7228,31937,60,24720
30,369027,15444,9,2341,19396,31937,45,24720
50,114117,15444,9,6058,19396,31937,32,24720
52,51048,7881,13,5474,19396,31937,55,24720
46,102388,819,15,6110,19396,31937,45,7841
23,190483,7881,13,5474,7228,15684,20,24720
45,462440,1746,7,4891,12281,15684,20,24720
65,109351,735,5,238,5022,15684,24,24720
29,34383,2034,11,2341,19396,31937,55,24720
47,241832,735,5,2066,5022,31937,40,24720
30,124187,15444,9,1485,7228,31937,60,24720
34,153614,15444,9,5474,19396,31937,45,7841
38,267556,15444,9,5474,19396,31937,64,24720
33,205469,10512,10,6058,19396,31937,40,7841
49,268090,7881,13,5474,19396,31937,26,7841
47,165039,10512,10,4891,5022,15684,40,24720
49,120451,1336,6,4891,5022,15684,40,24720
43,154374,10512,10,6089,19396,31937,60,7841
30,103649,7881,13,5589,2253,15684,40,7841
58,35723,15444,9,6089,19396,31937,60,24720
19,262601,15444,9,4891,7228,15684,14,24720
21,226181,7881,13,2066,12281,31937,40,24720
33,175697,7881,13,6058,19396,31937,60,7841
47,248145,494,3,2341,19396,31937,50,24720
52,289436,582,16,6110,19396,31937,60,7841
26,75654,15444,9,6089,12281,31937,55,24720
60,199378,15444,9,6089,19396,31937,40,24720
21,160968,10512,10,2066,7228,31937,40,24720
36,188563,10512,10,5474,19396,31937,50,7841
31,55849,10512,10,6089,19396,31937,45,24720
50,195322,582,16,6110,12281,31937,40,7841
31,402089,15444,9,5589,5022,15684,40,24720
71,78277,15444,9,6089,19396,31937,15,24720
58,158611,15444,9,1843,19396,31937,50,24720
30,169496,7881,13,1436,19396,31937,40,7841
20,130959,10512,10,4891,7228,31937,20,24720
24,556660,15444,9,6058,1441,31937,50,24720
35,292472,582,16,6110,19396,31937,40,7841
38,143774,10512,10,6058,12281,15684,45,24720
27,288341,15444,9,3006,7228,15684,32,24720
29,71592,10512,10,5589,5022,15684,40,24720
70,167358,735,5,1843,5022,15684,15,24720
34,106742,15444,9,6089,19396,31937,45,24720
44,219288,912,4,6089,19396,31937,35,24720
43,174524,15444,9,3006,19396,31937,40,7841
44,335183,633,8,2066,19396,31937,40,7841
35,261293,2610,14,5474,12281,31937,60,24720
27,111900,10512,10,6110,12281,31937,40,24720
43,194360,2610,14,6110,12281,31937,38,24720
20,81145,10512,10,5474,12281,15684,25,24720
42,341204,1566,12,6110,5022,15684,40,7841
27,249362,10512,10,2341,19396,31937,40,24720
42,247019,15444,9,6089,19396,31937,40,7841
20,114746,1746,7,1843,7228,15684,40,24720
24,172146,735,5,3006,12281,31937,40,24720
48,110457,10512,10,6058,12281,31937,40,24720
17,80077,1746,7,1843,7228,15684,20,24720
17,368700,1746,7,1485,7228,31937,10,24720
33,182556,7881,13,6058,19396,31937,40,7841
50,219420,15444,9,5474,19396,31937,50,7841
22,240817,15444,9,5474,7228,15684,40,24720
17,102726,633,8,4891,7228,31937,16,24720
32,226267,10512,10,5589,19396,31937,40,24720
31,125457,15444,9,6089,12281,31937,45,24720
58,204021,15444,9,6058,12281,31937,50,24720
29,92262,15444,9,981,7228,31937,48,24720
37,161141,2034,11,6089,19396,31937,40,7841
34,190290,15444,9,6089,19396,31937,40,7841
23,430828,10512,10,6058,5022,31937,40,24720
18,59342,1746,7,5589,7228,15684,5,24720
34,136721,15444,9,6058,12281,15684,40,24720
66,149422,912,4,1843,12281,31937,4,24720
45,86644,7881,13,6110,2253,15684,55,24720
41,195124,2610,14,6058,12281,31937,35,24720
26,167350,15444,9,4891,1441,31937,30,24720
54,113000,10512,10,1485,19396,31937,40,24720
24,140027,10512,10,3006,7228,15684,45,24720
42,262425,10512,10,6110,19396,31937,50,24720
20,316702,10512,10,6110,7228,31937,20,24720
23,335453,7881,13,1436,12281,15684,20,24720
25,202480,1566,12,1843,1441,31937,45,24720
35,203628,2610,14,6110,12281,31937,60,7841
31,118710,2610,14,1436,19396,31937,40,7841
30,189620,7881,13,6110,7228,15684,40,24720
19,475028,15444,9,5474,7228,15684,20,24720
36,110866,7881,13,6110,12281,31937,50,24720
31,243605,7881,13,5474,5022,15684,40,24720
21,163870,10512,10,2066,7228,31937,30,24720
31,80145,10512,10,6089,19396,31937,40,24720
46,295566,582,16,6110,5022,15684,65,7841
44,63042,7881,13,6058,7228,15684,50,7841
40,229148,633,8,4891,19396,31937,40,24720
45,242552,10512,10,5474,12281,31937,40,24720
60,177665,15444,9,6089,19396,31937,35,24720
18,208103,1746,7,4891,1441,31937,25,24720
28,296450,7881,13,6110,19396,31937,40,24720
36,70282,10512,10,5589,5022,15684,40,24720
36,271767,7881,13,6110,12281,31937,40,24720
40,144995,2034,11,1436,19396,31937,40,24720
36,382635,7881,13,5589,5022,15684,35,24720
31,295697,15444,9,4891,5022,15684,40,24720
33,194141,15444,9,3006,19396,31937,40,24720
19,378418,15444,9,1436,7228,15684,40,24720
22,214399,10512,10,5474,7228,15684,15,24720
34,217460,7881,13,6058,19396,31937,45,7841
33,182556,15444,9,4891,12281,31937,40,24720
41,125831,15444,9,6089,19396,31937,60,24720
29,271328,7881,13,6110,12281,31937,40,24720
50,50459,15444,9,6058,19396,31937,42,7841
42,162140,7881,13,6058,19396,31937,45,7841
43,177937,7881,13,6110,12281,31937,40,7841
44,111502,15444,9,5474,2253,15684,40,24720
20,299047,10512,10,4891,12281,15684,20,24720
31,223212,15444,9,4891,19396,31937,40,24720
65,118474,1746,7,6058,19396,31937,59,7841
23,352139,10512,10,4891,12281,15684,24,24720
55,173093,10512,10,5589,12281,15684,40,24720
26,181655,2034,11,5589,19396,31937,45,24720
25,332702,2034,11,4891,7228,15684,15,24720
45,51164,10512,10,1843,2253,15684,40,24720
35,234901,10512,10,6089,19396,31937,40,24720
36,131414,10512,10,5474,12281,15684,36,24720
43,260960,7881,13,6110,19396,31937,50,24720
56,156052,15444,9,4891,5022,15684,20,24720
42,279914,7881,13,1436,19396,31937,40,7841
19,192453,10512,10,4891,1441,15684,25,24720
55,200939,15444,9,2341,19396,31937,72,24720
42,151408,2610,14,6058,12281,15684,50,7841
26,112847,2034,11,1436,7228,31937,40,24720
17,316929,633,8,2066,7228,31937,20,24720
42,126319,7881,13,6110,2253,15684,40,7841
55,197422,15444,9,2341,19396,31937,40,7841
32,267736,10512,10,5589,7228,15684,40,24720
29,267034,1746,7,6089,7228,31937,40,24720
46,193047,7881,13,6110,19396,31937,37,24720
29,356089,7881,13,6058,19396,31937,40,7841
22,223515,7881,13,6110,5022,31937,20,24720
58,87510,1336,6,6089,19396,31937,40,24720
23,145111,15444,9,2341,5022,31937,50,24720
39,48093,15444,9,2066,12281,31937,40,24720
27,31757,2034,11,6089,7228,31937,38,24720
54,285854,15444,9,2341,19396,31937,40,7841
33,120064,7881,13,6110,12281,15684,45,24720
46,167381,15444,9,5589,2253,15684,40,7841
37,103408,15444,9,1485,12281,31937,40,24720
36,101460,15444,9,4891,12281,15684,18,24720
59,420537,15444,9,5589,2253,15684,38,7841
34,119411,15444,9,981,5022,31937,40,24720
53,128272,582,16,6058,19396,31937,70,7841
51,386773,7881,13,5474,12281,31937,55,7841
32,283268,1336,6,4891,5022,15684,42,24720
31,301526,10512,10,4891,1441,31937,40,24720
22,151790,10512,10,5474,2253,15684,30,24720
47,106252,7881,13,5474,12281,15684,50,24720
32,188557,15444,9,3006,12281,31937,40,24720
26,171114,10512,10,1485,12281,15684,38,24720
37,327323,494,3,1485,12281,31937,32,24720
31,244147,15444,9,6089,5022,31937,55,24720
37,280282,2034,11,1436,2253,15684,24,7841
55,116442,15444,9,5474,12281,31937,38,24720
23,282579,2034,11,1436,12281,31937,56,24720
36,51838,10512,10,5589,5022,15684,40,24720
34,73585,2610,14,6110,19396,31937,40,24720
43,226902,7881,13,5474,19396,31937,50,7841
54,279129,10512,10,1436,12281,31937,40,24720
43,146908,10512,10,6089,19396,31937,40,24720
28,196690,2034,11,3006,12281,15684,42,24720
40,130760,2034,11,6058,19396,31937,50,7841
41,49572,10512,10,6058,19396,31937,60,24720
40,237601,7881,13,5474,12281,15684,55,7841
42,169628,10512,10,5589,12281,15684,38,24720
61,36671,15444,9,1485,19396,31937,50,24720
18,231193,633,8,3006,7228,31937,30,24720
59,192130,15444,9,1843,19396,31937,16,24720
21,149704,15444,9,1843,12281,15684,40,24720
48,102102,2034,11,1436,19396,31937,50,7841
41,32185,7881,13,1436,19396,31937,40,24720
18,196061,10512,10,1843,7228,31937,33,24720
23,211046,15444,9,5474,12281,15684,40,24720
60,31577,15444,9,2341,19396,31937,60,7841
22,162343,10512,10,4891,1441,31937,20,24720
61,128831,15444,9,3006,19396,31937,40,24720
25,316688,15444,9,3006,12281,31937,40,24720
46,90758,2610,14,1436,12281,31937,35,7841
43,274363,7881,13,6058,19396,31937,40,7841
43,154538,1566,12,6089,12281,31937,40,24720
24,106085,15444,9,4891,7228,31937,30,24720
68,315859,1746,7,1485,5022,31937,20,24720
31,51471,15444,9,5589,5022,15684,38,24720
17,193830,1746,7,5474,7228,15684,20,24720
32,231043,15444,9,6089,19396,31937,48,7841
50,23780,2610,14,1843,1441,31937,40,24720
33,169879,7881,13,6110,19396,31937,47,7841
64,270333,7881,13,6110,19396,31937,40,7841
20,138768,15444,9,2341,7228,31937,30,24720
30,191571,15444,9,4891,7228,15684,36,24720
22,219941,10512,10,1843,7228,31937,40,24720
43,94113,10512,10,6058,12281,31937,45,24720
22,137510,10512,10,5589,7228,31937,40,24720
17,32607,1336,6,1485,7228,31937,20,24720
47,93208,15444,9,4891,2253,15684,75,24720
41,254440,2034,11,6110,12281,15684,60,24720
56,186556,10512,10,6089,19396,31937,50,7841
64,169871,15444,9,2341,19396,31937,45,24720
47,191277,15444,9,2341,19396,31937,50,7841
48,167159,2034,11,5589,5022,31937,40,24720
31,171871,2610,14,6110,12281,15684,46,24720
29,154411,2034,11,1436,7228,31937,40,24720
30,129227,15444,9,5589,12281,15684,40,24720
32,110331,15444,9,6058,19396,31937,60,24720
57,34269,15444,9,2341,5022,31937,42,7841
62,174355,15444,9,4891,12281,15684,40,24720
39,680390,15444,9,3006,5022,15684,24,24720
43,233130,10512,10,5589,12281,31937,25,24720
24,165474,7881,13,5474,7228,31937,40,24720
42,257780,1746,7,1843,19396,31937,15,24720
53,194259,10512,10,5589,2253,15684,40,7841
26,280093,10512,10,2066,7228,31937,40,24720
73,177387,15444,9,6058,19396,31937,40,24720
72,28929,1746,7,1843,12281,15684,24,24720
55,105304,15444,9,3006,19396,31937,40,24720
25,499233,15444,9,5589,12281,31937,40,24720
41,180572,7881,13,6110,12281,15684,50,7841
24,321435,7881,13,6058,12281,31937,50,24720
63,86108,15444,9,1485,12281,31937,6,24720
17,198124,1746,7,5474,7228,31937,20,24720
35,135162,10512,10,6089,19396,31937,50,24720
51,146813,10512,10,6110,19396,31937,40,7841
62,291175,7881,13,6110,12281,15684,48,24720
55,387569,15444,9,6089,19396,31937,40,7841
43,102895,10512,10,6110,12281,31937,40,24720
40,33274,15444,9,4891,12281,15684,50,24720
37,86551,7881,13,6058,19396,31937,45,7841
39,138192,7881,13,6089,19396,31937,40,24720
31,118966,15444,9,6089,7228,31937,18,24720
61,99784,2610,14,6110,12281,15684,40,7841
26,90980,2034,11,5589,12281,15684,55,24720
46,177407,15444,9,5474,19396,31937,50,24720
26,96467,7881,13,6110,12281,15684,40,24720
48,327886,582,16,6110,7228,31937,50,7841
34,111567,15444,9,2341,7228,31937,40,24720
34,166545,15444,9,5589,7228,15684,40,24720
59,142182,15444,9,4891,19396,31937,40,7841
34,188798,7881,13,6110,7228,15684,40,24720
49,38563,7881,13,6058,12281,15684,56,7841
18,216284,1746,7,5589,7228,15684,20,24720
43,191547,15444,9,1485,19396,31937,40,24720
48,285335,1746,7,6058,19396,31937,50,24720
28,142712,10512,10,6058,19396,31937,70,24720
33,80945,15444,9,3006,19396,31937,40,24720
24,309055,10512,10,5474,12281,15684,15,24720
21,62339,1336,6,2066,12281,31937,40,24720
17,368700,1746,7,5474,7228,31937,28,24720
39,176186,10512,10,1485,19396,31937,50,7841
29,266855,7881,13,6110,7228,31937,40,24720
44,48087,7881,13,6058,19396,31937,40,7841
24,121313,10512,10,2341,7228,31937,50,24720
71,143437,2610,14,5474,19396,31937,40,7841
51,160724,7881,13,5474,19396,31937,40,7841
55,282753,494,3,4891,5022,31937,25,24720
41,194636,7881,13,6058,19396,31937,60,7841
23,153044,15444,9,2066,5022,15684,7,24720
38,411797,2034,11,5589,5022,15684,40,24720
39,117683,15444,9,2341,19396,31937,40,7841
19,376540,15444,9,5589,12281,15684,30,24720
49,72393,735,5,3006,12281,15684,40,24720
32,270335,7881,13,5589,1441,31937,40,7841
27,96226,15444,9,6089,19396,31937,70,24720
38,95336,7881,13,5474,19396,31937,50,7841
33,258498,10512,10,6089,2253,15684,60,24720
63,149698,10512,10,1843,19396,31937,15,24720
23,205865,7881,13,6058,7228,31937,28,24720
33,155781,10512,10,6089,19396,31937,60,24720
54,406468,15444,9,5474,19396,31937,40,24720
29,177119,2034,11,1436,12281,15684,45,24720
48,144397,10512,10,1843,5022,15684,30,24720
35,372525,7881,13,6058,12281,31937,40,24720
28,164170,2034,11,5589,2253,15684,40,24720
37,183800,7881,13,6110,19396,31937,50,7841
42,177307,819,15,1485,19396,31937,65,7841
40,170108,2610,14,6110,19396,31937,40,24720
47,341995,10512,10,5474,7228,31937,55,24720
22,226508,7881,13,6058,7228,15684,50,24720
30,87418,7881,13,6058,19396,31937,45,7841
28,109165,15444,9,1436,19396,31937,40,24720
63,28856,912,4,4891,19396,31937,55,24720
51,175897,735,5,6089,19396,31937,20,24720
22,99697,15444,9,2066,7228,15684,40,24720
27,90270,1566,12,1843,7228,31937,40,24720
35,152375,15444,9,5474,12281,31937,45,24720
46,171550,15444,9,3006,12281,15684,38,24720
37,211154,10512,10,3006,12281,31937,52,24720
24,202570,7881,13,6110,7228,31937,15,24720
37,168496,15444,9,2066,7228,31937,10,24720
53,68898,10512,10,1436,19396,31937,40,24720
27,93235,15444,9,5474,12281,31937,30,24720
38,278924,10512,10,6089,12281,31937,44,24720
53,311020,1336,6,1485,19396,31937,60,24720
34,175878,10512,10,6089,12281,31937,40,24720
23,543028,15444,9,5474,7228,31937,40,24720
39,202027,7881,13,6058,19396,31937,45,7841
43,158926,2610,14,6110,2253,15684,50,24720
67,76860,15444,9,6058,19396,31937,40,7841
81,136063,15444,9,6058,19396,31937,30,24720
21,186648,10512,10,4891,7228,31937,20,24720
23,257509,10512,10,5474,12281,31937,25,24720
25,98155,10512,10,2341,5022,31937,40,24720
42,274198,494,3,3006,2253,15684,38,24720
38,97083,10512,10,5589,2253,15684,40,24720
64,29825,15444,9,1843,19396,31937,5,24720
32,262153,15444,9,3006,19396,31937,40,24720
37,214738,15444,9,3006,19396,31937,40,24720
51,138022,2610,14,6058,19396,31937,60,7841
22,91842,10512,10,5474,12281,15684,42,24720
33,373662,239,2,238,12281,15684,40,24720
42,162003,15444,9,3006,12281,31937,55,24720
19,52114,10512,10,1843,7228,15684,10,24720
51,241843,78,1,4891,19396,31937,40,24720
23,375871,15444,9,5589,2253,15684,40,24720
37,186934,1746,7,3006,19396,31937,44,7841
37,176900,15444,9,6089,19396,31937,99,7841
47,21906,2610,14,6110,12281,15684,25,24720
41,132222,819,15,6110,19396,31937,40,7841
33,143653,15444,9,6089,19396,31937,30,24720
31,111567,7881,13,5474,12281,31937,40,7841
31,78602,1566,12,4891,5022,15684,40,24720
35,465507,15444,9,3006,19396,31937,40,24720
38,196373,15444,9,6058,19396,31937,40,7841
18,293227,15444,9,4891,12281,15684,45,24720
20,241752,15444,9,3006,19396,31937,40,24720
54,166398,10512,10,6058,5022,15684,35,24720
40,184682,10512,10,5589,5022,15684,40,24720
36,108293,7881,13,6058,2253,15684,45,7841
43,250802,10512,10,6089,5022,31937,35,24720
44,325159,10512,10,1485,5022,31937,40,24720
44,174675,15444,9,6110,2253,15684,40,7841
43,227065,2610,14,6058,19396,31937,43,7841
51,269080,912,4,4891,5022,15684,40,24720
18,177722,15444,9,4891,7228,15684,20,24720
51,133461,10512,10,6058,19396,31937,40,24720
41,239683,1336,6,6089,19396,31937,30,24720
44,398473,10512,10,5474,19396,31937,70,7841
33,298785,1336,6,2341,12281,31937,40,24720
33,123424,7881,13,6058,19396,31937,40,7841
42,176286,1566,12,6058,19396,31937,40,7841
25,150062,10512,10,6110,19396,31937,45,24720
32,169240,15444,9,3006,12281,15684,38,24720
32,288273,7881,13,6089,19396,31937,70,24720
36,526968,1336,6,6058,5022,15684,40,24720
28,57066,15444,9,2341,19396,31937,40,24720
20,323573,15444,9,4891,7228,15684,20,24720
35,368825,10512,10,5474,19396,31937,60,7841
55,189721,15444,9,6089,19396,31937,20,24720
48,164966,7881,13,6058,19396,31937,40,7841
36,94954,2034,11,1843,12281,15684,20,24720
34,202046,15444,9,6089,19396,31937,35,7841
28,161538,7881,13,1436,12281,15684,35,24720
67,105252,7881,13,6058,12281,31937,40,7841
37,200153,15444,9,6089,19396,31937,40,24720
44,32185,15444,9,2341,5022,31937,70,24720
25,178326,10512,10,5474,12281,15684,40,24720
21,255957,10512,10,6058,12281,15684,40,24720
40,188693,2610,14,6110,19396,31937,35,7841
78,182977,15444,9,4891,12281,15684,40,24720
34,159929,15444,9,2066,7228,31937,40,24720
49,123207,15444,9,5589,12281,15684,44,24720
22,284317,1566,12,5589,12281,15684,40,24720
23,184699,15444,9,1843,5022,15684,40,24720
60,154474,15444,9,1485,5022,31937,42,24720
45,318280,15444,9,981,12281,31937,40,7841
63,254907,2034,11,4891,12281,15684,20,24720
41,349221,15444,9,6089,7228,15684,35,24720
47,335973,15444,9,5589,5022,15684,40,24720
44,126701,15444,9,6089,5022,31937,40,24720
51,122159,10512,10,6110,12281,15684,40,24720
46,187370,7881,13,5474,12281,31937,40,24720
41,194636,2034,11,3006,19396,31937,40,24720
50,124793,15444,9,6089,19396,31937,30,24720
47,192835,15444,9,5589,19396,31937,50,7841
35,290226,15444,9,6058,12281,31937,45,24720
56,112840,15444,9,6058,19396,31937,55,7841
45,89325,2610,14,6110,12281,31937,45,24720
48,33109,7881,13,6058,5022,31937,58,7841
40,82465,10512,10,3006,19396,31937,40,24720
39,329980,7881,13,6058,19396,31937,50,7841
20,148294,10512,10,4891,7228,31937,40,24720
50,168212,582,16,6110,19396,31937,65,7841
38,343642,15444,9,6110,2253,15684,40,7841
23,115244,7881,13,6110,7228,15684,60,24720
31,162572,15444,9,4891,7228,31937,16,24720
58,356067,7881,13,5589,19396,31937,40,24720
66,271567,15444,9,3006,12281,31937,40,24720
39,180804,15444,9,6058,19396,31937,40,7841
54,123011,15444,9,6089,19396,31937,52,7841
26,109186,10512,10,5474,19396,31937,50,24720
51,220537,15444,9,3006,12281,15684,40,24720
34,124827,2034,11,2341,7228,31937,40,24720
50,767403,15444,9,3006,19396,31937,40,7841
42,118494,10512,10,6110,19396,31937,44,7841
38,173208,2610,14,6110,19396,31937,25,24720
48,107373,912,4,2066,19396,31937,40,24720
33,26973,2034,11,1436,2253,15684,40,7841
51,191965,15444,9,4891,5022,15684,32,24720
22,122346,15444,9,6089,12281,31937,40,24720
19,117201,15444,9,1843,7228,31937,30,24720
41,198316,10512,10,6089,12281,31937,50,24720
48,123075,2610,14,6110,19396,31937,35,7841
42,209370,15444,9,5474,12281,15684,30,24720
34,33117,10512,10,4891,19396,31937,40,24720
23,129042,15444,9,3006,5022,15684,40,24720
56,169133,15444,9,4891,19396,31937,50,24720
30,201624,7881,13,6110,12281,31937,45,24720
45,368561,15444,9,6058,19396,31937,55,7841
48,207848,1336,6,5589,2253,15684,40,24720
48,138370,2610,14,5474,12281,31937,50,24720
31,93106,2034,11,5589,12281,15684,40,24720
20,223515,1566,12,4891,7228,31937,20,24720
27,389713,10512,10,5474,12281,31937,40,24720
32,206365,15444,9,4891,12281,15684,40,24720
76,431192,912,4,1843,12281,31937,2,24720
19,241616,15444,9,1843,5022,31937,40,24720
66,150726,735,5,6058,19396,31937,1,24720
37,123785,15444,9,4891,12281,31937,75,24720
34,289984,15444,9,238,5022,15684,30,24720
34,164309,1746,7,1843,2253,15684,8,24720
